Start_date;End_date;Country;ISO;Location;Latitude;Longitude;Magnitude_value;Magnitude_scale;Disaster_type;Disaster_subtype;Associated_disaster;Associated_disaster2;Total_deaths;Total_affected;Total_damage;Insured_losses;Disaster_name;Disaster_No
14/05/2005;14/05/2005;Bangladesh;BGD;Pabna district (Rajshahi province);;;;Kph;Storm;--;--;--;2;100;0;0;;2005-0273
29/03/2013;30/03/2013;Bangladesh;BGD;Natore, Naogaon districts (Rajshahi province);;;;Kph;Storm;Convective storm;--;--;2;25020;0;0;;2013-0090
09/05/1976;09/05/1976;Bangladesh;BGD;Dhamgarh (near Dacca);;;;Kph;Storm;Convective storm;--;--;1;0;201;0;;1976-0133
12/06/1989;12/06/1989;Bangladesh;BGD;Banaripara area;21.861;89.763;5.1;Richter;Earthquake;Ground movement;--;--;1;100;0;0;;1989-0071
/11/1904;/11/1904;Bangladesh;BGD;Chittagong;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1904-0003
/12/1909;/12/1909;Bangladesh;BGD;West Sundarbans;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1909-0013
/04/1911;/04/1911;Bangladesh;BGD;Teknaf;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1911-0004
23/09/1919;23/09/1919;Bangladesh;BGD;Bakerganj;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1919-0003
19/04/1922;19/04/1922;Bangladesh;BGD;Teknaf;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1922-0003
19/05/1926;19/05/1926;Bangladesh;BGD;Cox's Bazar;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1926-0004
11/10/1937;11/10/1937;Bangladesh;BGD;Noakhali;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1937-0006
/07/1947;//1947;Bangladesh;BGD;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1947-9005
/05/1958;/05/1958;Bangladesh;BGD;East Meghna Estuary;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1958-0008
30/05/1961;30/05/1961;Bangladesh;BGD;Chittagong;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1961-0005
28/11/1974;28/11/1974;Bangladesh;BGD;Coastal areas,  off-shore Islands;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1974-0059
/10/1974;//1974;Bangladesh;BGD;Northwest;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1974-9049
/07/1983;//1983;Bangladesh;BGD;;;;;Km2;Drought;Drought;--;--;0;20000000;0;0;;1982-9350
/04/1989;//1989;Bangladesh;BGD;Northwest;;;;Km2;Drought;Drought;--;--;0;5000000;0;0;;1989-9040
02/05/1990;02/05/1990;Bangladesh;BGD;Manikganj, Siranjganj, Chandpur districts;;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;1990-0090
25/10/1999;25/10/1999;Bangladesh;BGD;Satkhira, Khulna, Bagerhat, Pirojpur, Borguna districts;;;150;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;05B;1999-0532
02/01/2000;02/01/2000;Bangladesh;BGD;Maheshkhali area (Cox's Bazar district, Chittagong province);;;;Richter;Earthquake;Ground movement;--;--;0;1000;0;0;;2000-0023
05/03/2000;05/03/2000;Bangladesh;BGD;Natore district (Rajshahi province);;;;Kph;Storm;Convective storm;--;--;0;3050;0;0;;2000-0146
11/04/2000;11/04/2000;Bangladesh;BGD;Maulvibazar district (Sylhet province), Netrakona district (Dhaka province);;;80;Kph;Storm;Tropical cyclone;--;--;0;7012;0;0;;2000-0229
25/06/2000;25/06/2000;Bangladesh;BGD;Ullahpara area (Sirajganj district, Rajshahi province), Gaurnadi area (Barisal district, Barisal province);;;;Kph;Storm;Convective storm;--;--;0;2537;0;0;;2000-0631
17/07/2004;17/07/2004;Bangladesh;BGD;Sunamganj district (Sylhet province);;;;Kph;Storm;--;--;--;0;1100;0;0;;2004-0679
/07/2005;/07/2005;Bangladesh;BGD;Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces;;;;°C;Extreme temperature ;Heat wave;--;--;0;0;0;0;;2005-0323
/07/2009;/08/2009;Bangladesh;BGD;Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces;;;;Km2;Drought;Drought;--;--;0;0;0;0;;2009-9323
14/04/1928;14/04/1928;Bulgaria;BGR;Plovdiv;;;;Richter;Earthquake;Ground movement;--;--;107;0;0;0;;1928-0007
/01/2012;/02/2012;Bulgaria;BGR;Chirpan district (Stara Zagora province), Sevlievo district (Gabrovo province), Varna district (Varna province);;;-30;°C;Extreme temperature ;Cold wave;--;--;30;0;0;0;;2012-0019
04/03/1977;04/03/1977;Bulgaria;BGR;Svishtov, Ruse;45.77 N;26.76 E;6.4;Richter;Earthquake;Ground movement;--;--;20;165;0;0;;1977-0048
22/01/2006;25/01/2006;Bulgaria;BGR;Burgas, Varna provinces;;;-23;°C;Extreme temperature ;Severe winter conditions;--;--;18;20;0;0;;2005-0713
/01/2008;/01/2008;Bulgaria;BGR;"Sopot area (Karlovo district, Plovdiv province), Samokov, Pirdop districts (Sofia province), Haskovo, Kardzkali, Sliven, Veliko Tarnovo, Jambol provinces

";;;-31.6;°C;Extreme temperature ;Cold wave;Snow/ice;Rain;10;0;0;0;;2008-0007
/06/2000;/07/2000;Bulgaria;BGR;Sofia, Sofia-city, Stata Zagora, Blagoevgrad, Vidin provinces;;;43.1;°C;Extreme temperature ;Heat wave;--;--;7;0;50;0;;2000-0382
01/07/2000;01/07/2000;Bulgaria;BGR;Haskovo, Jambol, Burgas, Stara Zagora, Plovdiv provinces;;;36;Km2;Wildfire;Forest fire;--;--;7;167;17600;0;;2000-0407
07/12/1986;07/12/1986;Bulgaria;BGR;Strazhitsa (Tyrnovo region);43.12 N;25.57 E;5.1;Richter;Earthquake;Ground movement;--;--;3;3060;0;0;;1986-0140
30/11/1998;08/12/1998;Bulgaria;BGR;Montana, Sofia;;;;°C;Extreme temperature ;Cold wave;--;--;3;323;0;0;;1998-0395
/01/2010;/01/2010;Bulgaria;BGR;Sofia, Sofia-city, Shumen provinces, Valtchi Dol district (Varna province), Glavinitca district (Silistra province), Tran district (Pernik province), Knezha district (Vratca province), Sevlievo district (Gabrovo province);;;-38.3;°C;Extreme temperature ;Cold wave;--;--;3;0;0;0;;2010-0050
01/12/2012;15/12/2012;Bulgaria;BGR;Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca, provinces;;;-19;°C;Extreme temperature ;Cold wave;--;--;3;0;0;0;;2012-0485
24/12/2001;24/12/2001;Bulgaria;BGR;Shumen, Dobricht, Stara Zagora, Sofia provinces;;;;Kph;Storm;--;--;--;2;0;0;0;;2001-0701
/06/2007;/07/2007;Bulgaria;BGR;Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces;;;45.5;°C;Extreme temperature ;Heat wave;Wildfire;Drought;2;50;0;0;;2007-0235
25/08/2007;26/08/2007;Bulgaria;BGR;Topolovgrad, Svilengrad districts (Haskovo province);;;;Km2;Wildfire;--;--;--;2;0;0;0;;2007-0395
30/05/1990;30/05/1990;Bulgaria;BGR;North;45.841;26.668;7;Richter;Earthquake;Ground movement;--;--;1;0;0;0;;1990-0020
/07/2007;/07/2007;Bulgaria;BGR;Veliko Tarnovo, Kustendil, Montana, Sofia, Smoljan, Stara Zagora provinces ;;;;Km2;Wildfire;Forest fire;--;--;1;9;2454;0;;2007-0366
08/07/2014;08/07/2014;Bulgaria;BGR;Sofia-city province;;;;Kph;Storm;Convective storm;--;--;1;40;545000;73000;;2014-0404
10/11/1981;10/11/1981;Bulgaria;BGR;North-East region;;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;1981-0213
/05/1983;//1983;Bulgaria;BGR;;;;;Km2;Drought;Drought;Food shortage;--;0;0;0;0;;1983-9338
08/03/1993;08/03/1993;Bulgaria;BGR;Silista, Roussa, Plovdiv;;;;Kph;Storm;Convective storm;--;--;0;5000;0;0;;1993-0130
16/05/1999;16/05/1999;Bulgaria;BGR;Zhultucha;;;;Kph;Storm;Convective storm;--;--;0;850;0;0;;1999-0175
/01/2000;/01/2000;Bulgaria;BGR;Sofia province, Sofia-city province;;;;°C;Extreme temperature ;Cold wave;--;--;0;0;0;0;;2000-0029
/03/2000;//2001;Bulgaria;BGR;Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca;;;;Km2;Drought;Drought;--;--;0;0;0;0;;2000-9788
/08/2001;/08/2001;Bulgaria;BGR;Blagoevgrad, Haskovo, Kardzhali, Smoljan provinces;;;50;Km2;Wildfire;Forest fire;--;--;0;0;0;0;;2001-0504
/01/2005;/02/2005;Bulgaria;BGR;Silistra, Dobrich, Sumen, Ruse, Varna, Burgas, Kardzhali, Stara Zagora provinces;;;;Kph;Storm;Convective storm;Cold wave;--;0;0;0;0;;2005-0045
20/02/2006;20/02/2006;Bulgaria;BGR;Murgovo village (Kardzhali district, Kardzhali province);41.708;25.544;4.6;Richter;Earthquake;Ground movement;--;--;0;527;0;0;;2006-0148
22/05/2012;22/05/2012;Bulgaria;BGR;Pernik town (Pernik Province), Sofia town (Sofia-city Province);22.968;;5.6;Richter;Earthquake;Ground movement;--;--;0;210;0;0;;2012-0152
01/10/2015;04/10/2015;Bahamas (the);BHS;Exuma, Long Island, Mayaguana, Rum Cay, San Salvador, Samana Cay, Crooked Isl., Ragged Islands (Administrative unit not available);;;;Kph;Storm;Tropical cyclone;Flood;Surge;33;6710;90000;61000;Hurricane Joaquin;2015-0479
14/09/1945;14/09/1945;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;22;0;0;0;;1945-0004
29/09/1935;29/09/1935;Bahamas (the);BHS;Bimini;;;;Kph;Storm;Tropical cyclone;--;--;14;0;0;0;;1935-0009
25/09/2004;25/09/2004;Bahamas (the);BHS;Abaco, Andros, Berry, Bimini, Eleuthera, Exuma, Grand Bahama, New Providence Islands (Administrative unit not available);;;;Kph;Storm;Tropical cyclone;Flood;Surge;9;1000;550000;0;Jeanne;2004-0473
03/10/1966;03/10/1966;Bahamas (the);BHS;Nassau, Bimini;;;;Kph;Storm;Tropical cyclone;--;--;5;3;15500;0;Inez;1966-0078
23/08/1992;23/08/1992;Bahamas (the);BHS;Eleuthera, Bimini, Berry Islands;;;241;Kph;Storm;Tropical cyclone;--;--;4;1700;250000;0;Andrew;1992-0065
02/09/2004;03/09/2004;Bahamas (the);BHS;Abacos, Andros, Berry Islands, Bimini, Eleuthera, Grand Bahama, New Providence islands (Administrative unit not available);;;;Kph;Storm;Tropical cyclone;--;--;2;8000;1000000;230000;Frances;2004-0455
07/09/1999;17/09/1999;Bahamas (the);BHS;Grand Bahama Isl.;;;;Kph;Storm;Tropical cyclone;--;--;1;0;450000;22000;Floyd;1999-0327
25/08/2004;08/09/2004;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;1;0;0;0;Ivan;2004-0462
19/10/2005;25/10/2005;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;1;1500;0;0;"Hurricane ""Wilma""";2005-0585
28/10/2007;02/11/2007;Bahamas (the);BHS;Abaco, Long Island, Exuma, Cat Island, Andros, New Providence islands (Administrative unit not available);18.53;-70.06;;Kph;Storm;Tropical cyclone;Flood;--;1;7000;0;0;Noel;2007-0523
24/10/2012;24/10/2012;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;1;0;0;0;Hurricane Sandy;2012-0410
26/07/1926;26/07/1926;Bahamas (the);BHS;Nassau;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1926-0009
26/09/1929;26/09/1929;Bahamas (the);BHS;Nassau;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1929-0003
08/10/1963;08/10/1963;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;1500;0;Flora;1963-0031
09/09/1965;09/09/1965;Bahamas (the);BHS;Eleuthera, Abaco, Andr;;;;Kph;Storm;Tropical cyclone;--;--;0;1200;700;0;Betsy;1965-0054
/09/1966;/09/1966;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Inez;1966-0132
27/07/1990;27/07/1990;Bahamas (the);BHS;;;;113;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Arthur;1990-0042
31/07/1995;06/08/1995;Bahamas (the);BHS;Abaco, Grand Bahma, Mayaguana, Exuma;;;;Kph;Storm;Tropical cyclone;--;--;0;0;400;0;Erin;1995-0404
09/11/2001;09/11/2001;Bahamas (the);BHS;New Providence island (Administrative unit not available);;;;Kph;Storm;Tropical cyclone;--;--;0;0;300000;15000;Michelle;2001-0671
26/08/2008;26/08/2008;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;Flood;--;0;0;0;0;"Hurricane ""Gustav""";2008-0352
07/09/2008;07/09/2008;Bahamas (the);BHS;Great Inagua, Mayaguana, Acklins, Crooked, Raaged Islands (Administrative unit not available);;;215;Kph;Storm;Tropical cyclone;--;--;0;3000;0;0;Hurricane Ike;2008-0384
23/08/2011;26/08/2011;Bahamas (the);BHS;;;;;Kph;Storm;Tropical cyclone;--;--;0;10000;40000;0;Hurricane Irene;2011-0328
28/09/2016;10/10/2016;Bahamas (the);BHS;New Providence, Nassau;;;;Kph;Storm;Tropical cyclone;Flood;--;0;0;600000;0;Hurricane Matthew;2016-0355
08/09/2017;09/09/2017;Bahamas (the);BHS;Inagua, Mayaguana, Crooked Island, Acklins, Long Cay, Ragged Island, San Salvador, Bimini;;;;Kph;Storm;Tropical cyclone;--;--;0;0;2000;397.6;Hurricane 'Irma';2017-0381
01/09/2019;04/09/2019;Bahamas (the);BHS;Great Abaco, Grand Bahama;;;298;Kph;Storm;Tropical cyclone;--;--;0;2100;0;0;Tropical cyclone 'Dorian';2019-0412
/02/2005;/02/2005;Bosnia and Herzegovina;BIH;Knezevo municipality (Srednjebosanski district, Federacija Bosne I Hercegovine province), Piskavica village (Banja-Luka district, Republika Srpska province);;;;Kph;Storm;Convective storm;Cold wave;--;4;0;0;0;;2005-0045
02/02/2012;07/02/2012;Bosnia and Herzegovina;BIH;Sokolac, Cajnice, Kalinovik, Stari Grad, Kladanj, Krupes, Han Pijesak districts (Republika Srpska province), Luka, Krusev Do, Bozici (Srebrenica districts, Republika Srpska province), Drvar, Kupres (Zapadnobosanski district, Federacija Bosne I Hercegovine province);;;-32.5;°C;Extreme temperature ;Cold wave;--;--;4;10347;0;0;;2012-0019
19/12/2010;/12/2010;Bosnia and Herzegovina;BIH;Banja Luka district (Republika Srpska province);;;;°C;Extreme temperature ;Cold wave;--;--;2;0;0;0;;2010-0633
/01/2009;/01/2009;Bosnia and Herzegovina;BIH;Sarajevo district (Federacoja Bosne I Hercegovine province), Zenica city (Zenicko-dobojski district, Federacoja Bosne I Hercegovine province), Zvornik, Sokolac, Foca, Doboj districts (Republika Srpska province), Fazlagica Kula (Gacko district, Republika Spska province);;;-25;°C;Extreme temperature ;Severe winter conditions;--;--;1;10000;0;0;;2009-0030
16/12/1999;16/12/1999;Bosnia and Herzegovina;BIH;Mostar, Capljina, Citluk, Sarajevo, Trebinje, Herzegovina-Neretva;;;;Kph;Storm;--;--;--;0;1090;0;0;;1999-0577
/08/2000;//2000;Bosnia and Herzegovina;BIH;Federacija Bosne I Hercegovine, Republika Srpska provinces;;;;Km2;Drought;Drought;Heat wave;--;0;0;158000;0;;2000-9537
/05/2003;//2003;Bosnia and Herzegovina;BIH;Republika Srpska province, Posavski district (Federacija Bosne I Hercegovine province), Neretvljanski district (Federacija Bosne I Hercegovine province);;;;Km2;Drought;Drought;--;--;0;62575;140000;0;;2003-9784
15/07/2007;22/07/2007;Bosnia and Herzegovina;BIH;Stolac, Trebinje, Bileca districts (Republika Srpska), Neum, Citluk, Capljina cities (Neretvljanski, Federacija Bosne I Hercegovine province);;;;°C;Extreme temperature ;Heat wave;--;--;0;0;0;0;;2007-0235
08/09/2017;09/09/2017;Saint Barth?lemy;BLM;;;;;Kph;Storm;Tropical cyclone;Flood;--;4;0;0;1048800;Hurricane 'Irma';2017-0381
05/01/2017;20/01/2017;Belarus;BLR;Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces;;;-31;°C;Extreme temperature ;Severe winter conditions;Snow/ice;--;43;50539;0;0;;2017-0010
23/06/1997;23/06/1997;Belarus;BLR;Gantsevici, Pinsk, Luninets, Drogitchin, Ivatsevichi, Ivanovo, Lyakhovichi districts (Brest region), minsk, Stolbtsy, Kopyl, Nesvizh, Uzda, Kletsk, Volozhin, Molodetchno, Smolevitchi districts   Borisov, Zhodino cities (Minsk region);;;;Kph;Storm;Tropical cyclone;--;--;5;21390;33000;0;;1997-0200
/01/2006;/01/2006;Belarus;BLR;Minsk province;;;;°C;Extreme temperature ;Severe winter conditions;Snow/ice;--;5;1820;0;0;;2005-0713
/01/2013;/02/2013;Belarus;BLR;Brest, Pinsk, Luninec, Stolin districts (Brest province), Verhnedvinsk, Miory, Sharkovshchina, Shumilino, Gorodok, Beshenkovichi districts (Vitebsk province), Borisov, Berezino, Stolbtsy, Molodechno districts (Minsk province), Bobruisk, Chausy, Mstislav, Slavgorod, Mogilev districts (Mogilev province), Rogachev, Zhitkovichi, Petrikov, Mozyr, Rechitsa, Chechersk, Gomel, Loev, Lel'chitsy, El'sk, Narovlja, Kalinkovichi, Svetlogorsk, Zhlobin, Vetka, Dobrush, Bragin districts (Gomel province);;;-25;°C;Extreme temperature ;Severe winter conditions;--;--;4;11325;0;0;;2013-0009
18/01/2014;29/01/2014;Belarus;BLR;Minsk, Grodno, Vitebsk, Mogilev provinces;;;-35;°C;Extreme temperature ;Severe winter conditions;--;--;2;31500;0;0;;2014-0029
/05/2000;/05/2000;Belarus;BLR;Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk provinces;;;;°C;Extreme temperature ;Cold wave;--;--;0;0;30300;0;;2000-0269
19/01/2007;19/01/2007;Belarus;BLR;No Data from sources (all provinces of Belarus have been selected);;;;Kph;Storm;Extra-tropical storm;--;--;0;0;10000;0;Kyrill;2007-0019
/01/2012;/02/2012;Belarus;BLR;Vitebsk, Miory, Glubokoe, Polotsk, Postavy districts (Vitebsk province), Minsk city, Minsk, Stolbtsy, Molodechno, Borisov, Slutsk districts (Minsk province), Gomel city (Gomel district, Gomel province), Rechista, Zhlobin, Mozyr districts (Gomel province), Lida, Slonim, Volkovysk districts (Grodno province), Brest, Mogilev provinces;;;;°C;Extreme temperature ;Cold wave;--;--;0;130;0;0;;2012-0019
10/09/1931;10/09/1931;Belize;BLZ;Belize city;;;;Kph;Storm;Tropical cyclone;--;--;1500;0;7500;0;;1931-0009
30/10/1961;31/10/1961;Belize;BLZ;Belize city   other towns;;;;Kph;Storm;Tropical cyclone;--;--;275;0;60000;0;Hattie;1961-0013
08/10/2001;11/10/2001;Belize;BLZ;Toledo, Stann Creek provinces;;;233;Kph;Storm;Tropical cyclone;--;--;30;20000;250000;0;Iris;2001-0553
28/09/1955;28/09/1955;Belize;BLZ;Corozal area;;;;Kph;Storm;Tropical cyclone;--;--;16;0;5000;0;Janet;1955-0014
30/09/2000;03/10/2000;Belize;BLZ;San Pedro and Belize cities, Cay Caulker and Ambergris Caye islands (Belize province), Corozal, Cayo, Orange Walk provinces;;;215;Kph;Storm;Tropical cyclone;--;--;14;62570;277460;0;Keith;2000-0642
25/10/1998;03/11/1998;Belize;BLZ;;;;270;Kph;Storm;Tropical cyclone;--;--;9;60000;50;0;Mitch;1998-0377
31/05/2008;05/06/2008;Belize;BLZ;Corozal, Orange Walk, Stann Creek provinces;17.3;-88.1;;Kph;Storm;Tropical cyclone;Flood;--;7;10000;0;0;Arthur;2008-0233
18/09/1978;18/09/1978;Belize;BLZ;South, Central coasts;;;193;Kph;Storm;Tropical cyclone;--;--;5;6000;6000;0;Greta;1978-0117
14/11/2005;21/11/2005;Belize;BLZ;Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces;;;;Kph;Storm;Tropical cyclone;--;--;3;0;0;0;Gamma;2005-0640
02/09/1974;02/09/1974;Belize;BLZ;Coast, Southern;;;;Kph;Storm;Tropical cyclone;--;--;0;70000;4000;0;Carmen & Fifi;1974-0046
//1990;//1990;Belize;BLZ;;;;;°C;Extreme temperature ;Cold wave;--;--;0;0;2250;0;;1990-0641
21/08/2001;21/08/2001;Belize;BLZ;Belize, Corozal, Orange Walk provinces;;;100;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Chantal;2001-0736
21/10/2005;21/10/2005;Belize;BLZ;Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;"Hurricane ""Wilma""";2005-0585
21/08/2007;21/08/2007;Belize;BLZ;Corozal, Sarteneja, Consejo cities (Corazal province);;;;Kph;Storm;Tropical cyclone;--;--;0;20000;14847;0;Dean;2007-0360
25/09/2010;25/09/2010;Belize;BLZ;Toledo, Stann Creek provinces;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Tropical storm Matthew;2010-0503
04/08/2016;04/08/2016;Belize;BLZ;San Pedro, Caye Caulker, Belize city, Ladyville, (Belize province), Orange Walk province, Belmopan (Cayo province);;;110;Kph;Storm;Tropical cyclone;--;--;0;10355;0;0;Tropical storm Earl;2016-0284
05/09/2003;06/09/2003;Bermuda;BMU;;;;240;Kph;Storm;Tropical cyclone;Rain;--;4;0;300000;125000;Fabian;2003-0448
12/10/1948;12/10/1948;Bermuda;BMU;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1948-0013
/01/1985;/01/1985;Bermuda;BMU;South East;;;;Kph;Storm;--;--;--;0;0;2000;0;;1985-0225
/01/1986;/01/1986;Bermuda;BMU;South East;;;;Kph;Storm;Convective storm;--;--;0;0;1500;0;;1986-0018
25/09/1987;25/09/1987;Bermuda;BMU;;;;;Kph;Storm;Tropical cyclone;--;--;0;40;50000;0;Emily;1987-0164
08/08/1989;08/08/1989;Bermuda;BMU;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Dean;1989-0108
22/05/1998;22/05/1998;Bolivia (Plurinational State of);BOL;Aiquile, Tortora;-17.731;-65.431;6.6;Richter;Earthquake;Ground movement;--;--;95;18050;0;0;;1998-0169
26/03/1982;26/03/1982;Bolivia (Plurinational State of);BOL;Tarisa;;;;Richter;Earthquake;Ground movement;--;--;20;0;0;0;;1982-0396
/06/2002;/07/2002;Bolivia (Plurinational State of);BOL;Sur Lipez, Nor Lipez, Enrique Baldivieso, Antonio Quijarro districts (Potosi province);;;;Kph;Storm;Convective storm;--;--;20;12085;0;0;;2002-0422
/08/2013;/08/2013;Bolivia (Plurinational State of);BOL;Cocapata village (Ayopaya district, Cochabamba province), Quime village (Inquisivi district, La Paz province), Tinquipaya areas (Tomas Frias district, Potosi province), Uncía, Llallagua areas (Rafael Bustillo district, Potosi province), Colquechaca area (Chayanta district, Potosi province), Tomave area (Antonio Quijarro district, Potosi province);;;;°C;Extreme temperature ;Heat wave;--;--;18;17490;0;0;;2013-0365
/07/2001;/07/2001;Bolivia (Plurinational State of);BOL;La Paz, Oruro, Cochabamba, Potosi provinces;;;-5.6;°C;Extreme temperature ;Cold wave;--;--;9;5;0;0;;2001-0482
/07/2000;/07/2000;Bolivia (Plurinational State of);BOL;Cochabamba, Santa Cruz, La Paz provinces;;;-9;°C;Extreme temperature ;Cold wave;--;--;6;25277;0;0;;2000-0416
09/06/1994;09/06/1994;Bolivia (Plurinational State of);BOL;Arequipa, Cuzco provinces;13.841 S;67.553 W;7.5;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;5;0;0;0;;1994-0058
/07/2010;/07/2010;Bolivia (Plurinational State of);BOL;Santa Cruz province;;;4;°C;Extreme temperature ;Cold wave;--;--;4;0;0;0;;2010-0294
13/08/1999;13/08/1999;Bolivia (Plurinational State of);BOL;Ascension De Guarayos, San Ignacio De Moxos, Canandoa;;;1416;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;3;6300;0;0;;1999-0273
//1977;//1977;Bolivia (Plurinational State of);BOL;Potosi department;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1977-9005
/04/1983;//1983;Bolivia (Plurinational State of);BOL;Altiplano (High Plateaux);;;;Km2;Drought;Drought;--;--;0;1583049;417200;0;;1983-9007
/12/1983;//1983;Bolivia (Plurinational State of);BOL;;;;;Km2;Drought;Drought;--;--;0;1500000;500000;0;;1983-9535
